cabang,latitude_cabang,longitude_cabang,lama_beroperasi_bulan,Omset Jan25,Omset Jan26,Growth,Persen Growth,Kategori_By_StdDev,Kategori_Percentile,Kategori_Atasan,Kategori_ZScore,Kategori_IQR,Kategori_Final
Store-0845,-5.959121688,106.4843033,67,134307311,151291605,16984293,12.65,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0846,-5.470123104,104.8645502,109,50000000,43086538,-6913462,-13.83,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0847,-5.775047034,106.0756962,91,101831307,121623282,19791975,19.44,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0848,-2.52584979,102.1115633,35,93573075,109942815,16369740,17.49,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0849,-7.165409976,107.3788343,95,60292126,78168507,17876380,29.65,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0850,-7.005295433,106.8486137,15,80455307,99265923,18810616,23.38,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0851,-7.14351079,104.8028784,16,121773642,311537466,189763824,155.83,Sedang,Atas,Sangat Baik,Normal,Extreme High,Outstanding
Store-0852,-7.042015679,108.4937142,13,110816831,173916317,63099486,56.94,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0853,-7.164880691,109.1895253,113,50000000,134308794,84308794,168.62,Sedang,Atas,Sangat Baik,Normal,Extreme High,Outstanding
Store-0854,-4.425275203,102.8267003,35,107402596,166206484,58803888,54.75,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0855,-4.078043628,104.9387881,116,63160321,45820630,-17339692,-27.45,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0856,-7.064919441,104.9227441,75,68594606,98443024,29848418,43.51,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0857,-7.45733336,104.4958422,59,68607896,99337065,30729169,44.79,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0858,-5.501676665,108.9192871,21,59999945,26128371,-33871574,-56.45,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0859,-7.037134566,106.3610347,115,134224523,166061465,31836943,23.72,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0860,-5.259402273,106.1843129,54,62443283,63230165,786882,1.26,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0861,-5.904415469,101.8359441,75,50000000,44824695,-5175305,-10.35,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0862,-8.482416172,108.4341451,30,51850860,90238175,38387314,74.03,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0863,-3.887542198,103.747454,48,73091075,68598046,-4493029,-6.15,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-0864,-3.51498349,106.9954316,117,137279407,120455709,-16823697,-12.26,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0865,-7.127983036,107.5390423,35,94287276,115999559,21712283,23.03,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0866,-6.79035234,110.2472465,86,50000000,73711795,23711795,47.42,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0867,-5.780001914,103.573549,38,291664273,333471595,41807322,14.33,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0868,-5.707114815,99.29681961,31,76965297,128266378,51301081,66.65,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0869,-5.220983591,107.3052239,78,141135989,199339097,58203108,41.24,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0870,-3.193493192,111.346878,24,59946997,19705505,-40241491,-67.13,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0871,-6.474220841,109.9429659,114,90423572,89357769,-1065803,-1.18,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-0872,-7.406245867,107.3697485,49,108654220,105966458,-2687762,-2.47,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-0873,-8.277778842,105.6165095,96,136374703,189798727,53424024,39.17,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0874,-7.30519506,108.8634065,100,123830095,18583576,-105246519,-84.99,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0875,-6.258490459,104.4117345,32,110808961,245951999,135143039,121.96,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0876,-3.516963205,108.0364944,55,54349608,76763954,22414346,41.24,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0877,-6.985216949,108.1092754,79,50000000,1098747527,1048747527,2097.5,Tinggi,Atas,Sangat Baik,Extreme Superstar,Extreme High,Outstanding
Store-0878,-5.873118073,109.4961248,107,80162350,134081717,53919368,67.26,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0879,-6.233434344,113.7447501,58,114934946,245669037,130734091,113.75,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0880,-4.42621009,107.8266399,99,57446669,88944600,31497932,54.83,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0881,-2.418401361,105.5731909,3,124411251,196510712,72099460,57.95,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0882,-7.005103159,106.7816642,80,156970751,196570706,39599955,25.23,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0883,-6.942959164,102.4229102,69,50000000,57169485,7169485,14.34,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0884,-4.642558684,105.1088172,85,50000000,50484091,484091,0.97,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0885,-5.185962766,105.8223939,10,60356244,52483086,-7873158,-13.04,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0886,-3.438739011,105.535379,83,78969132,73061796,-5907336,-7.48,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0887,-5.332907722,107.2264872,25,50000000,32988881,-17011119,-34.02,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0888,-6.747738136,104.7895502,68,147792764,172866016,25073252,16.97,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0889,-5.322817754,109.6481767,61,84684244,886837971,802153727,947.23,Tinggi,Atas,Sangat Baik,Extreme Superstar,Extreme High,Outstanding
Store-0890,-4.545744629,106.8461177,29,67232561,85813396,18580835,27.64,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0891,-4.978076728,106.8223492,19,50000000,59273388,9273388,18.55,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0892,-5.447888953,106.0258632,43,50000000,62938706,12938706,25.88,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0893,-4.608787966,107.2335767,66,77718630,77030616,-688014,-0.89,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-0894,-4.454856614,108.9083457,74,50000000,121537207,71537207,143.07,Sedang,Atas,Sangat Baik,Normal,Extreme High,Outstanding
Store-0895,-4.135561513,104.6777745,61,120550878,210246320,89695442,74.4,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0896,-5.235735169,105.2003088,43,59715829,41931440,-17784389,-29.78,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0897,-6.45947712,106.0862849,25,459594796,594323740,134728944,29.31,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0898,-5.98872947,103.4809227,20,262234513,250905338,-11329175,-4.32,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-0899,-4.39903655,104.7974554,48,58886979,46768516,-12118463,-20.58,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0900,-7.434203506,105.6550478,83,61601563,40901662,-20699901,-33.6,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0901,-5.655790037,109.031573,87,119323507,163817653,44494146,37.29,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0902,-6.798808218,107.5020033,24,182434829,169198800,-13236029,-7.26,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0903,-6.165682766,107.3295748,11,50000000,79356520,29356520,58.71,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0904,-4.291122206,108.9728449,110,50000000,79875644,29875644,59.75,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0905,-5.922151398,106.5021705,98,50000000,87478288,37478288,74.96,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0906,-6.139145178,107.8217621,55,93142632,80013739,-13128892,-14.1,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0907,-8.248584211,106.5875456,28,88465584,122980100,34514515,39.01,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0908,-5.089419651,107.5090059,69,124755063,181266821,56511759,45.3,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0909,-5.240573728,105.3887034,63,50000000,50516437,516437,1.03,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0910,-2.963917915,100.7485571,59,50000000,44564561,-5435439,-10.87,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0911,-6.670467352,106.5099021,5,109870012,202579237,92709224,84.38,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0912,-5.880074509,110.4024703,51,50000000,64549918,14549918,29.1,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0913,-5.834724474,109.1611385,21,50000000,72719355,22719355,45.44,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0914,-3.84262008,109.2590937,12,71630982,62402734,-9228248,-12.88,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0915,-6.351743299,109.9359268,50,105677801,77631169,-28046632,-26.54,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0916,-5.790267711,107.067244,4,61023264,59328043,-1695221,-2.78,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-0917,-5.296955235,107.3388893,118,50000000,57519572,7519572,15.04,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0918,-5.928886315,105.3014703,113,59672549,46205171,-13467378,-22.57,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0919,-6.878450422,106.0554179,42,52569694,62876617,10306923,19.61,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0920,-5.917665011,108.3850279,84,50000000,26229896,-23770104,-47.54,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0921,-4.598352375,109.8553111,38,50000000,37599052,-12400948,-24.8,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0922,-7.748572949,106.4969843,25,89770587,131815943,42045356,46.84,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0923,-6.009345489,105.7201268,14,79638414,114800065,35161651,44.15,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0924,-7.258981222,106.8469199,75,72626170,75767201,3141031,4.32,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0925,-4.416230057,108.3486169,32,50000000,255899524,205899524,411.8,Tinggi,Atas,Sangat Baik,High Performer,Extreme High,Outstanding
Store-0926,-8.493580357,103.235963,11,58885068,46462590,-12422478,-21.1,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0927,-7.047182771,101.1051476,61,50000000,52534635,2534635,5.07,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0928,-5.642982187,105.4692579,18,73081513,106538771,33457257,45.78,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0929,-3.860513956,103.7938189,27,154748941,243156744,88407803,57.13,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0930,-6.307425392,105.5752495,55,50000000,50069365,69365,0.14,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0931,-7.04159929,106.4761492,54,50000000,36930151,-13069849,-26.14,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0932,-3.387064396,105.712479,82,79994150,104563350,24569200,30.71,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0933,-8.380820851,110.4767688,120,139239437,121219907,-18019531,-12.94,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0934,-9.507008935,107.6624619,87,50176896,49810551,-366344,-0.73,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-0935,-5.548778325,107.5967859,75,50000000,86505522,36505522,73.01,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0936,-6.961881337,108.4011179,21,50000000,76542309,26542309,53.08,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0937,-7.740649226,103.9985172,44,69864127,88251648,18387520,26.32,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0938,-5.146265329,109.4433795,5,223572348,154540451,-69031897,-30.88,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0939,-5.843098929,106.6561893,87,77548575,99615692,22067116,28.46,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0940,-7.054917946,108.5218015,41,64788107,105284750,40496643,62.51,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0941,-8.129256598,104.1659569,59,79657710,83620405,3962695,4.97,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0942,-4.900114008,102.9612031,89,65224440,744325551,679101111,1041.18,Tinggi,Atas,Sangat Baik,Extreme Superstar,Extreme High,Outstanding
Store-0943,-5.233498233,108.8903241,105,50000000,85854906,35854906,71.71,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0944,-6.357563796,107.7866238,54,107603954,200734437,93130483,86.55,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0945,-3.438844506,104.5904711,74,75184595,99401346,24216751,32.21,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0946,-7.813927149,104.6714423,22,66357540,95220195,28862655,43.5,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0947,-8.497087756,109.659187,83,50000000,88283746,38283746,76.57,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0948,-7.246662105,103.8720703,65,143537195,197931703,54394507,37.9,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0949,-6.277179025,110.9522824,64,97837808,97789511,-48297,-0.05,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-0950,-5.843790826,104.5940482,71,50000000,51029143,1029143,2.06,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0951,-6.570654087,108.4415798,4,119771332,155154416,35383084,29.54,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0952,-5.680716905,106.0240538,65,50000000,34188772,-15811228,-31.62,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0953,-8.086109136,108.3535686,15,50000000,30066091,-19933909,-39.87,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0954,-4.043153094,105.485315,104,50000000,81930942,31930942,63.86,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0955,-6.332026768,106.4386177,76,50000000,16174923,-33825077,-67.65,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0956,-4.532856253,106.9478979,22,87131186,158037922,70906736,81.38,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0957,-5.69471198,104.3401314,86,50000000,218004372,168004372,336.01,Tinggi,Atas,Sangat Baik,High Performer,Extreme High,Outstanding
Store-0958,-5.523670171,108.6976609,114,50000000,50804708,804708,1.61,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0959,-5.35414908,105.5625661,47,50000000,70867817,20867817,41.74,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0960,-5.53723716,106.2741002,81,62355235,74904793,12549558,20.13,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0961,-5.24471586,104.3597266,93,59997156,101514957,41517801,69.2,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0962,-4.215071205,100.4397659,46,53972341,85981893,32009552,59.31,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0963,-5.914018245,106.3680306,14,50000000,31998586,-18001414,-36,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0964,-5.145294364,112.8771386,50,50000000,71745248,21745248,43.49,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0965,-6.343403541,108.8071107,20,86757022,96972562,10215540,11.77,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0966,-4.048624177,106.7974491,50,50000000,61656651,11656651,23.31,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0967,-7.223388453,106.1883729,112,79384603,72139269,-7245334,-9.13,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0968,-3.507389351,106.9017647,33,50000000,94962741,44962741,89.93,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0969,-6.269036926,108.2133978,119,73194998,118284927,45089929,61.6,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0970,-8.354962653,103.893568,59,143517397,129752864,-13764533,-9.59,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0971,-6.016643378,109.6314042,43,93334417,139783169,46448752,49.77,Sedang,Atas,Baik,Normal,Normal,High Performer
Store-0972,-7.230377486,108.6340533,79,51266686,53611160,2344474,4.57,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0973,-4.947834677,108.6410643,12,76616222,105255446,28639225,37.38,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0974,-7.187735969,107.9417893,40,56831477,73658273,16826796,29.61,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0975,-6.87807515,106.8946416,118,65971152,112233629,46262477,70.13,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0976,-9.043111096,108.5277531,20,54007494,81873626,27866133,51.6,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0977,-6.887259479,108.3251353,94,59494765,94467430,34972665,58.78,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0978,-9.84461899,105.9604982,38,74570535,465854586,391284051,524.72,Tinggi,Atas,Sangat Baik,Extreme Superstar,Extreme High,Outstanding
Store-0979,-8.584654235,105.4115956,3,50000000,32214025,-17785975,-35.57,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0980,-5.068178016,107.1002407,28,50000000,56086029,6086029,12.17,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0981,-5.030099762,110.7181504,56,50000000,81201795,31201795,62.4,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0982,-5.570613657,103.7478323,90,50000000,58969541,8969541,17.94,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0983,-7.659264215,103.1767868,94,50000000,70061807,20061807,40.12,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0984,-6.280367034,107.2575021,13,72252501,77490856,5238355,7.25,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0985,-6.214203809,106.9728193,77,50000000,39403763,-10596237,-21.19,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0986,-7.946347034,107.2789542,66,89358657,102821644,13462987,15.07,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0987,-3.953702547,107.455483,37,67041893,88737922,21696029,32.36,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-0988,-4.892756564,106.2875944,49,50000000,46886246,-3113754,-6.23,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-0989,-6.540246261,110.5702586,102,97268461,107551245,10282784,10.57,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0990,-6.168471242,102.8433401,66,106801143,88027072,-18774071,-17.58,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0991,-5.896225788,104.7743574,36,50000000,82384898,32384898,64.77,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-0992,-9.271402303,106.5874631,54,84487565,91433938,6946373,8.22,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-0993,-6.579566074,102.737628,26,50000000,89055111,39055111,78.11,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0994,-7.231776372,106.405964,75,69622770,126121588,56498818,81.15,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-0995,-7.711230015,110.9992754,72,50000000,58379081,8379081,16.76,Sedang,Tengah,Baik,Normal,Normal,Average
Store-0996,-6.630450439,106.8978162,108,50000000,39831025,-10168975,-20.34,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-0997,-3.51227021,107.4223523,40,52185210,19081045,-33104166,-63.44,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0998,-5.247535708,103.6951881,43,60962083,37259121,-23702962,-38.88,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-0999,-7.065568485,105.3046965,22,51721917,33643352,-18078565,-34.95,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-1000,-5.349925828,105.907609,20,50000000,87569393,37569393,75.14,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-1001,-4.109766845,106.0513123,8,51653089,64376786,12723697,24.63,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1002,-4.821849476,110.0497095,29,77174284,104636121,27461837,35.58,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1003,-6.119354445,108.2398277,40,63914971,19930707,-43984264,-68.82,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-1004,-7.179205167,104.0669551,90,73258191,52805488,-20452703,-27.92,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-1005,-5.16146503,107.4618619,30,50000000,77741596,27741596,55.48,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-1006,-5.618571922,108.0911544,81,132624283,174362424,41738141,31.47,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1007,-4.86601017,109.6959726,84,50000000,57055894,7055894,14.11,Sedang,Tengah,Baik,Normal,Normal,Average
Store-1008,-5.256042297,110.7969517,116,87972619,125443408,37470789,42.59,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1009,-4.634470927,104.3078645,55,133436285,247433455,113997170,85.43,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-1010,-7.011652817,104.8184562,16,87622192,97399340,9777148,11.16,Sedang,Tengah,Baik,Normal,Normal,Average
Store-1011,-4.232708902,103.7016554,46,58147036,71389903,13242867,22.77,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1012,-5.912400593,106.2605504,62,50000000,63851938,13851938,27.7,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1013,-3.095908691,108.0114959,107,122259035,263693649,141434613,115.68,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-1014,-7.242581727,109.3139363,7,50000000,18012875,-31987125,-63.97,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-1015,-3.604854295,106.6557224,80,50000000,73664460,23664460,47.33,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1016,-5.911933825,106.0459812,45,51725701,59695551,7969850,15.41,Sedang,Tengah,Baik,Normal,Normal,Average
Store-1017,-7.185927005,107.224995,59,137976268,196851940,58875672,42.67,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1018,-6.934628751,104.7577427,111,82463026,77272059,-5190967,-6.29,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-1019,-6.689320962,112.0694468,56,50000000,59020699,9020699,18.04,Sedang,Tengah,Baik,Normal,Normal,Average
Store-1020,-5.57255108,102.8264474,48,54505675,80917175,26411500,48.46,Sedang,Atas,Baik,Normal,Normal,High Performer
Store-1021,-5.424546768,107.3074514,27,50000000,122258204,72258204,144.52,Sedang,Atas,Sangat Baik,Normal,Extreme High,Outstanding
Store-1022,-7.069350006,111.9046155,53,50000000,76160724,26160724,52.32,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-1023,-6.245331888,106.8625996,87,118134426,101687014,-16447412,-13.92,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-1024,-2.995394462,106.3705024,88,50000000,51524806,1524806,3.05,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-1025,-3.617485245,105.9519864,73,172389759,175602132,3212372,1.86,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-1026,-5.554314495,106.3946208,35,107923998,70501250,-37422748,-34.68,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-1027,-6.151794783,110.2777212,51,126343760,134930577,8586818,6.8,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-1028,-6.02875301,101.3159452,84,50000000,74656582,24656582,49.31,Sedang,Atas,Baik,Normal,Normal,High Performer
Store-1029,-5.288523041,110.6791843,37,60010828,41425904,-18584924,-30.97,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-1030,-7.742988848,103.2857071,106,50000000,80969653,30969653,61.94,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-1031,-6.594864806,106.1789692,81,50000000,69755496,19755496,39.51,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1032,-8.711676111,105.7724889,111,88294900,80022257,-8272643,-9.37,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-1033,-5.609965316,108.3169832,95,142897456,163387257,20489801,14.34,Sedang,Tengah,Baik,Normal,Normal,Average
Store-1034,-5.23800609,102.8502891,119,50000000,91966436,41966436,83.93,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-1035,-6.933579693,108.0010317,57,52730070,78748095,26018025,49.34,Sedang,Atas,Baik,Normal,Normal,High Performer
Store-1036,-3.847819855,111.9063741,8,59961933,72164994,12203061,20.35,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1037,-8.047448495,103.437665,79,50000000,55246334,5246334,10.49,Sedang,Tengah,Baik,Normal,Normal,Average
Store-1038,-8.40536232,107.3198654,95,93625145,115219188,21594043,23.06,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1039,-5.872122272,105.1906446,117,50000000,49764729,-235271,-0.47,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-1040,-4.638152546,107.910318,94,58396458,20911783,-37484675,-64.19,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-1041,-3.682908463,106.8934694,110,50064883,100974418,50909536,101.69,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-1042,-6.897126394,105.2418827,20,50000000,63106500,13106500,26.21,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1043,-4.59077875,108.0652807,103,65383011,88872440,23489429,35.93,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1044,-6.266562704,111.3564703,53,57692299,67894426,10202127,17.68,Sedang,Tengah,Baik,Normal,Normal,Average
Store-1045,-6.46774095,106.3683405,119,52529489,818043839,765514350,1457.3,Tinggi,Atas,Sangat Baik,Extreme Superstar,Extreme High,Outstanding
Store-1046,-4.883310094,108.6449949,12,50000000,56281510,6281510,12.56,Sedang,Tengah,Baik,Normal,Normal,Average
Store-1047,-5.230315682,103.6124176,49,79535562,44559170,-34976392,-43.98,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-1048,-8.573388235,104.4545091,17,177090306,373808344,196718039,111.08,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-1049,-3.993989475,108.0266157,64,71408848,50428586,-20980262,-29.38,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-1050,-4.138662969,110.5558901,42,119361938,93963327,-25398611,-21.28,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-1051,-7.147144052,107.7346334,94,50000000,51194816,1194816,2.39,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-1052,-5.6150947,106.0629549,29,72178795,51853670,-20325125,-28.16,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-1053,-5.467754721,106.8438285,19,50000000,60290180,10290180,20.58,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1054,-5.817789351,103.7195807,110,50000000,213546500,163546500,327.09,Tinggi,Atas,Sangat Baik,High Performer,Extreme High,Outstanding
Store-1055,-7.034257731,108.3568883,11,50000000,85086767,35086767,70.17,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
