cabang,Omset Jan25,Omset Mei26,Growth,latitude_cabang,longitude_cabang,Persen Growth,Kategori,lama_buka_bulan,Kategori_By_StdDev,Kategori_By_Percentile,Kategori_Atasan,Kategori_Hibrida,Kategori_Baru,Z_Score,Kategori_ZScore,Kategori_IQR
KWG044,266900000,562650000,295750000,-6.268805,107.569084,1.108092919,Sangat Baik,24,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.029788422229568123,Sedang,Tinggi
TNA017,236900000,562650000,325750000,-6.166876,106.852373,1.375052765,Sangat Baik,19,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.08169886732650164,Sedang,Tinggi
CKG029,529850000,561600000,31750000,-6.192107,106.958754,0.05992261961,Baik,79,Sedang,Sedang,Baik,Rendah,Rendah,-0.17402869706379917,Sedang,Sedang
CBI009,636200000,561100000,-75100000,-6.440514,106.697182,-0.1180446401,Kurang Baik,79,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.20863449940692635,Sedang,Rendah
IDM012,399200000,561000000,161800000,-6.511184,108.210516,0.4053106212,Sangat Baik,45,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.10686786684037566,Sedang,Sedang
TGR030,585700000,560600000,-25100000,-6.153516,106.396421,-0.04285470377,Kurang Baik,50,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.19401378726544424,Sedang,Rendah
CPT023,462800000,560000000,97200000,-6.347087,106.702217,0.2100259291,Baik,56,Sedang,Sedang,Baik,Sedang,Sedang,-0.14484105059599042,Sedang,Sedang
SBR024,391550000,559650000,168100000,-6.82373,108.530245,0.4293193717,Sangat Baik,29,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.10219935603865674,Sedang,Sedang
BGR020,407450000,557950000,150500000,-6.567194,106.800658,0.3693704749,Sangat Baik,28,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.11385644216073268,Sedang,Sedang
SKB001,638350000,557750000,-80600000,-6.944632,106.919045,-0.1262630219,Kurang Baik,49,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.21023256692010034,Sedang,Rendah
BJR004,375800000,557650000,181850000,-7.363441,108.639764,0.4839010112,Sangat Baik,37,Sedang,Sedang,Sangat Baik,Tinggi,Sedang,-0.09158593517024131,Sedang,Sedang
MKD004,274600000,557300000,282700000,-7.603282,110.211052,1.029497451,Sangat Baik,24,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.01450550314037372,Sedang,Tinggi
KLN003,253150000,557000000,303850000,-7.75522,110.501038,1.200276516,Sangat Baik,26,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.04771355824761312,Sedang,Tinggi
TGR048,357550000,556500000,198950000,-6.094734,106.7098411,0.5564256747,Sangat Baik,20,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.07748348635930541,Sedang,Sedang
BGR014,390700000,556300000,165600000,-6.534557,106.778847,0.4238546199,Sangat Baik,50,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.10326197913547358,Sedang,Sedang
SOR020,422950000,556050000,133100000,-7.104273,107.704439,0.3146944083,Baik,44,Sedang,Sedang,Baik,Sedang,Sedang,-0.12448822441519047,Sedang,Sedang
PML001,537850000,555400000,17550000,-6.891105,109.456768,0.0326299154,Baik,37,Sedang,Rendah,Baik,Rendah,Rendah,-0.17933577393198125,Sedang,Rendah
GRT015,418250000,555350000,137100000,-7.161985,107.994134,0.3277943814,Baik,39,Sedang,Sedang,Baik,Sedang,Sedang,-0.12194092958951523,Sedang,Sedang
TGR049,296400000,555200000,258800000,-6.157977,106.424976,0.8731443995,Sangat Baik,20,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.015897408073580022,Sedang,Tinggi
KJN005,292400000,554950000,262550000,-6.891562,109.617985,0.8979138167,Sangat Baik,24,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.011080985338440886,Sedang,Tinggi
BGR018,325350000,554100000,228750000,-6.570165,106.78706,0.7030889811,Sangat Baik,36,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.0489647498201334,Sedang,Sedang
KWG035,434900000,553950000,119050000,-6.324892,107.313228,0.2737410899,Baik,36,Sedang,Sedang,Baik,Sedang,Sedang,-0.1324516129853968,Sedang,Sedang
BBS002,453350000,553600000,100250000,-6.929196,108.8584,0.221131576,Baik,44,Sedang,Sedang,Baik,Sedang,Sedang,-0.14268155326968324,Sedang,Sedang
MGG001,348400000,552900000,204500000,-7.448708,110.224655,0.5869690011,Sangat Baik,31,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.07154432475158962,Sedang,Sedang
MJL006,520650000,552250000,31600000,-6.644892,108.229503,0.06069336406,Baik,47,Sedang,Sedang,Baik,Rendah,Rendah,-0.17387882550800163,Sedang,Sedang
TJP010,438600000,551950000,113350000,-6.128412,106.892586,0.2584359325,Baik,79,Sedang,Sedang,Baik,Sedang,Sedang,-0.1354277067493729,Sedang,Sedang
CMS003,497050000,550950000,53900000,-7.310614,108.271242,0.1084397948,Baik,44,Sedang,Sedang,Baik,Sedang,Sedang,-0.16459451362124955,Sedang,Sedang
KWG032,393800000,550850000,157050000,-6.243406,107.393974,0.3988065008,Sangat Baik,37,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.1081325955626422,Sedang,Sedang
SOR043,298350000,550000000,251650000,-6.97157,107.57364,0.8434724317,Sangat Baik,19,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.021667133665195328,Sedang,Tinggi
KWG041,528350000,548900000,20550000,-6.388101,107.46764,0.03889467209,Baik,29,Sedang,Sedang,Baik,Rendah,Rendah,-0.17811758957551482,Sedang,Sedang
TSM004,504150000,548650000,44500000,-7.374043,108.232857,0.08826738074,Baik,35,Sedang,Sedang,Baik,Rendah,Rendah,-0.16851704732144596,Sedang,Sedang
NPH006,540050000,548350000,8300000,-6.735876,107.438065,0.01536894732,Baik,36,Sedang,Rendah,Baik,Rendah,Rendah,-0.18269217583759503,Sedang,Rendah
PDG004,443050000,548000000,104950000,-6.303383,106.108093,0.2368807132,Baik,38,Sedang,Sedang,Baik,Sedang,Sedang,-0.13961912746222802,Sedang,Sedang
TGR006,518500000,547400000,28900000,-6.301834,106.526208,0.05573770492,Baik,86,Sedang,Sedang,Baik,Rendah,Rendah,-0.17484245534057988,Sedang,Sedang
GRT008,364200000,547300000,183100000,-7.224449,107.90081,0.5027457441,Sangat Baik,50,Sedang,Sedang,Sangat Baik,Tinggi,Sedang,-0.08792156958407063,Sedang,Sedang
SBR045,0,546900000,546900000,-6.724933,108.465554,0.0,#DIV/0!,15,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
CBI070,191350000,546350000,355000000,-6.67819328,106.8640981,1.855239091,Sangat Baik,18,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.1750712837614483,Sedang,Extreme High
KLN004,254500000,546300000,291800000,-7.689382,110.624319,1.146561886,Sangat Baik,26,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.03726872771112451,Sedang,Tinggi
SKT003,323650000,546000000,222350000,-7.592897,110.822327,0.6870075699,Sangat Baik,25,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.05209178643514107,Sedang,Sedang
CMS002,612450000,542950000,-69500000,-7.323531,108.327786,-0.1134786513,Kurang Baik,44,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.20774664112236765,Sedang,Rendah
MJL011,420550000,542300000,121750000,-6.765517,108.167992,0.2895018428,Baik,36,Sedang,Sedang,Baik,Sedang,Sedang,-0.12938692850059308,Sedang,Sedang
SOR030,426950000,541100000,114150000,-6.998866,107.817593,0.2673615177,Baik,38,Sedang,Sedang,Baik,Sedang,Sedang,-0.13369212326209967,Sedang,Sedang
DPK012,576450000,540900000,-35550000,-6.390426,106.768977,-0.06167056987,Kurang Baik,115,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.19767253969121282,Sedang,Rendah
SBR030,344700000,539950000,195250000,-6.626217,108.523623,0.5664345808,Sangat Baik,27,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.07553725070488265,Sedang,Sedang
MDN001,184700000,539850000,355150000,-3.5529484,98.6603042,1.922847861,Sangat Baik,29,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.18821783518385285,Sedang,Extreme High
CBI037,456850000,539400000,82550000,-6.493139,106.761144,0.180693882,Baik,55,Sedang,Sedang,Baik,Sedang,Sedang,-0.15054467847628678,Sedang,Sedang
CKG004,491650000,538150000,46500000,-6.268261,106.86622,0.09457947727,Baik,121,Sedang,Sedang,Baik,Rendah,Rendah,-0.16728965771481907,Sedang,Sedang
BKS045,709400000,538050000,-171350000,-6.317877,106.962232,-0.2415421483,Kurang Baik,62,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.23264863754448056,Sedang,Rendah
CJR001,365100000,538050000,172950000,-6.871427,107.096146,0.473705834,Sangat Baik,54,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.09356839131195675,Sedang,Sedang
SRG018,590000000,537150000,-52850000,-6.105322,106.155363,-0.08957627119,Kurang Baik,30,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.20309881408404146,Sedang,Rendah
PDR003,229200000,535950000,306750000,-7.700823,108.657713,1.338350785,Sangat Baik,24,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.07456215314912402,Sedang,Tinggi
BKS040,671950000,535550000,-136400000,-6.314187,106.937259,-0.202991294,Kurang Baik,68,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.22515240904583195,Sedang,Rendah
MJL007,393300000,535350000,142050000,-6.652498,108.283392,0.3611746758,Sangat Baik,45,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.11545011845917515,Sedang,Sedang
SNG026,0,534550000,534550000,-6.747488,107.805965,0.0,#DIV/0!,15,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
TGR040,600800000,534550000,-66250000,-6.125849,106.380465,-0.1102696405,Kurang Baik,43,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.20712264773368075,Sedang,Rendah
BKS047,492700000,534500000,41800000,-6.266571,106.95002,0.08483864421,Baik,61,Sedang,Sedang,Baik,Rendah,Rendah,-0.16918376646314193,Sedang,Sedang
IDM002,562750000,534050000,-28700000,-6.416927,107.957182,-0.05099955575,Kurang Baik,52,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.19559755687673788,Sedang,Rendah
KLN005,551650000,533650000,-18000000,-7.693292,110.703702,-0.03262938457,Kurang Baik,26,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.19202547000019446,Sedang,Rendah
MJL016,233950000,532900000,298950000,-6.985126,108.311158,1.277837145,Sangat Baik,23,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.06279525249382618,Sedang,Tinggi
IDM010,330600000,532600000,202000000,-6.421043,108.252953,0.6110102843,Sangat Baik,46,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.06686948795379859,Sedang,Sedang
SOR034,413000000,531500000,118500000,-7.178175,107.579536,0.2869249395,Baik,38,Sedang,Sedang,Baik,Sedang,Sedang,-0.12988800834192157,Sedang,Sedang
GRT023,325500000,530750000,205250000,-7.3565679,107.80524,0.6305683564,Sangat Baik,23,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.06306641328485038,Sedang,Sedang
RKB009,196100000,530450000,334350000,-6.932742,106.248611,1.70499745,Sangat Baik,18,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.1458567386781263,Sedang,Tinggi
KNG010,374600000,530150000,155550000,-6.80652,108.4664,0.4152429258,Sangat Baik,25,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.10493652637719486,Sedang,Sedang
JPA002,22000000,529600000,507600000,-6.591443,110.662697,23.07272727,Sangat Baik,16,Tinggi,Tinggi,Sangat Baik,Ekstrem (Superstar),Tinggi,4.3008200497793,Extreme,Extreme High
CBI015,447950000,527500000,79550000,-6.464891,106.837901,0.1775867842,Baik,74,Sedang,Sedang,Baik,Sedang,Sedang,-0.15114885484278687,Sedang,Sedang
GRT002,476950000,526500000,49550000,-7.215957,107.918819,0.1038892966,Baik,52,Sedang,Sedang,Baik,Sedang,Rendah,-0.16547935975265912,Sedang,Sedang
KYB011,586150000,526350000,-59800000,-6.261789,106.829286,-0.1020216668,Kurang Baik,119,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.20551882606412972,Sedang,Rendah
PML004,469850000,525700000,55850000,-7.098991,109.320285,0.1188677237,Baik,33,Sedang,Sedang,Baik,Sedang,Sedang,-0.16256679882163066,Sedang,Sedang
CLP001,317900000,525250000,207350000,-7.591478,108.916948,0.6522491349,Sangat Baik,36,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.05885057753709141,Sedang,Sedang
KNG009,296250000,525100000,228850000,-6.999016,108.53759,0.7724894515,Sangat Baik,28,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.035469801563381094,Sedang,Tinggi
KWG015,711900000,524600000,-187300000,-6.404645,107.458762,-0.2630987498,Kurang Baik,57,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.23684032702665916,Sedang,Rendah
PTI003,191250000,523700000,332450000,-6.7189192,111.1446511,1.738300654,Sangat Baik,23,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.1523325595504307,Sedang,Tinggi
CJR014,187550000,523350000,335800000,-7.09965787,107.1288562,1.790455878,Sangat Baik,21,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.16247416298831355,Sedang,Tinggi
PWT006,250450000,522800000,272350000,-7.360661,109.238327,1.087442603,Sangat Baik,32,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.02577296031267622,Sedang,Tinggi
CKR012,574250000,522600000,-51650000,-6.223392,107.032996,-0.08994340444,Kurang Baik,70,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.20317020328621152,Sedang,Rendah
GRT006,480450000,521450000,41000000,-7.214756,107.935143,0.08533666354,Baik,50,Sedang,Sedang,Baik,Rendah,Rendah,-0.16908692641219594,Sedang,Sedang
TGR021,364950000,521050000,156100000,-6.074611,106.673556,0.427729826,Sangat Baik,59,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.10250844381356097,Sedang,Sedang
BKS055,453900000,520300000,66400000,-6.230394,106.957123,0.1462877286,Baik,56,Sedang,Sedang,Baik,Sedang,Sedang,-0.15723496828514205,Sedang,Sedang
SNG015,513200000,518900000,5700000,-6.698325,107.736137,0.01110678098,Baik,36,Sedang,Rendah,Baik,Rendah,Rendah,-0.18352095572753613,Sedang,Rendah
SRG012,607050000,518050000,-89000000,-6.036239,106.084969,-0.1466106581,Kurang Baik,46,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.2141891726330527,Sedang,Rendah
TNG006,439900000,517950000,78050000,-6.195164,106.617643,0.1774266879,Baik,93,Sedang,Sedang,Baik,Sedang,Sedang,-0.15117998563011648,Sedang,Sedang
SNG025,235350000,517650000,282300000,-6.46051365,107.6878494,1.199490121,Sangat Baik,18,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.047560643436327224,Sedang,Tinggi
CBI045,514450000,517400000,2950000,-6.514798,106.862972,0.005734279327,Baik,49,Sedang,Rendah,Baik,Rendah,Rendah,-0.18456564074766174,Sedang,Rendah
KWG036,377500000,517200000,139700000,-6.411827,107.484544,0.3700662252,Sangat Baik,35,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.1137211532463492,Sedang,Sedang
CKG047,431600000,517100000,85500000,-6.326442,106.858894,0.1981000927,Baik,38,Sedang,Sedang,Baik,Sedang,Sedang,-0.14716003408715267,Sedang,Sedang
UNR004,266700000,515450000,248750000,-7.408237,110.595551,0.932695913,Sangat Baik,29,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.004317593287572673,Sedang,Tinggi
DPK022,493000000,515300000,22300000,-6.397672,106.742857,0.04523326572,Baik,93,Sedang,Sedang,Baik,Rendah,Rendah,-0.1768850475975655,Sedang,Sedang
BKS024,399700000,515250000,115550000,-6.216757,107.002804,0.2890918189,Baik,91,Sedang,Sedang,Baik,Sedang,Sedang,-0.12946665780621075,Sedang,Sedang
UNR006,175600000,515000000,339400000,-7.2255781,110.3701212,1.932801822,Sangat Baik,20,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.19015338674237273,Sedang,Extreme High
GRT012,567600000,512400000,-55200000,-7.271495,107.814972,-0.09725158562,Kurang Baik,48,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.20459128193750364,Sedang,Rendah
TGR037,411550000,511050000,99500000,-6.061466,106.424121,0.2417689224,Baik,49,Sedang,Sedang,Baik,Sedang,Sedang,-0.1386686132965174,Sedang,Sedang
SPA004,587350000,510250000,-77100000,-7.218215,108.190475,-0.1312675577,Kurang Baik,47,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.21120570083808118,Sedang,Rendah
TNG024,401250000,509650000,108400000,-6.199569,106.57508,0.2701557632,Baik,104,Sedang,Sedang,Baik,Sedang,Sedang,-0.13314878114609058,Sedang,Sedang
CKG045,615300000,509450000,-105850000,-6.234024,106.89652,-0.1720299041,Kurang Baik,49,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.21913195482917536,Sedang,Rendah
KWG058,174150000,509350000,335200000,-6.35277962,107.3736734,1.924777491,Sangat Baik,18,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.18859305248215918,Sedang,Extreme High
DPK033,556050000,508050000,-48000000,-6.429248,106.796443,-0.08632317238,Kurang Baik,62,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.20246624776479283,Sedang,Rendah
SKT002,450200000,507500000,57300000,-7.568454,110.792496,0.1272767659,Baik,26,Sedang,Sedang,Baik,Sedang,Sedang,-0.16093165732008477,Sedang,Sedang
DPK049,219750000,507250000,287500000,-6.372366,106.862343,1.308304892,Sangat Baik,19,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.06871971765803957,Sedang,Tinggi
CBI053,447050000,506550000,59500000,-6.556945,106.693756,0.1330947321,Baik,42,Sedang,Sedang,Baik,Sedang,Sedang,-0.15980035154685282,Sedang,Sedang
CBN005,397150000,506300000,109150000,-6.752702,108.56003,0.2748331865,Baik,42,Sedang,Sedang,Baik,Sedang,Sedang,-0.13223925437999495,Sedang,Sedang
NPH007,478500000,505950000,27450000,-6.848253,107.478661,0.05736677116,Baik,35,Sedang,Sedang,Baik,Rendah,Rendah,-0.17452568278141833,Sedang,Sedang
SBM002,464550000,505500000,40950000,-6.788892,106.779314,0.08814982241,Baik,68,Sedang,Sedang,Baik,Rendah,Rendah,-0.16853990658409007,Sedang,Sedang
SBM012,425100000,505400000,80300000,-6.875094,107.023117,0.1888967302,Baik,43,Sedang,Sedang,Baik,Sedang,Sedang,-0.1489496314776285,Sedang,Sedang
CJR015,286250000,504550000,218300000,-6.8162448,107.2499328,0.7626200873,Sangat Baik,21,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.037388903241487935,Sedang,Tinggi
BDG014,320550000,503400000,182850000,-6.918922,107.570362,0.5704258306,Sangat Baik,33,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.07476115064071404,Sedang,Sedang
SOR019,435150000,502600000,67450000,-7.01062,107.610741,0.1550040216,Baik,44,Sedang,Sedang,Baik,Sedang,Sedang,-0.15554008174694225,Sedang,Sedang
CKG048,464800000,502200000,37400000,-6.325038,106.905457,0.08046471601,Baik,32,Sedang,Sedang,Baik,Rendah,Rendah,-0.1700342784898983,Sedang,Sedang
KWG021,423000000,501800000,78800000,-6.283537,107.33123,0.1862884161,Baik,50,Sedang,Sedang,Baik,Sedang,Sedang,-0.14945681916114104,Sedang,Sedang
TGR038,318250000,500250000,182000000,-6.172312,106.546804,0.5718774548,Sangat Baik,44,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.0744788817547203,Sedang,Sedang
KYB025,426650000,500050000,73400000,-6.318275,106.819092,0.1720379702,Baik,56,Sedang,Sedang,Baik,Sedang,Sedang,-0.1522278238668404,Sedang,Sedang
PBG007,269700000,499700000,230000000,-7.394053,109.37397,0.8527994067,Sangat Baik,26,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.019853499776382056,Sedang,Tinggi
CBI004,502900000,499350000,-3550000,-6.499365,106.794998,-0.007059057467,Kurang Baik,87,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.18705331002527856,Sedang,Rendah
PDR002,256450000,499000000,242550000,-7.544132,108.693156,0.9457984012,Sangat Baik,24,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.0017698093997316477,Sedang,Tinggi
SOR041,318350000,498600000,180250000,-7.046284,107.765936,0.5662007225,Sangat Baik,20,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.07558272454158323,Sedang,Sedang
CKG003,423650000,498450000,74800000,-6.188947,106.923024,0.1765608403,Baik,127,Sedang,Sedang,Baik,Sedang,Sedang,-0.15134835003013983,Sedang,Sedang
CBN006,358800000,498250000,139450000,-6.712118,108.56114,0.3886566332,Sangat Baik,42,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.11010624123514885,Sedang,Sedang
CKR037,157750000,497550000,339800000,-6.264013,107.115198,2.154041204,Sangat Baik,17,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.23317346996713792,Sedang,Extreme High
SRG010,374000000,496850000,122850000,-6.104598,106.137276,0.3284759358,Baik,48,Sedang,Sedang,Baik,Sedang,Sedang,-0.12180840107336613,Sedang,Sedang
CBI076,215600000,496800000,281200000,-6.598775,106.759672,1.304267161,Sangat Baik,17,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.06793457930658994,Sedang,Tinggi
PDG008,140150000,496350000,356200000,-6.71379,105.70668,2.541562611,Sangat Baik,29,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.30852715713535694,Sedang,Extreme High
SKH005,174000000,495900000,321900000,-7.553825,110.739769,1.85,Sangat Baik,20,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.17405254049429292,Sedang,Extreme High
SBR018,436100000,495500000,59400000,-6.75792,108.487639,0.1362072919,Baik,38,Sedang,Sedang,Baik,Sedang,Sedang,-0.1591951130923445,Sedang,Sedang
KBM003,150150000,493800000,343650000,-7.699992,109.661377,2.288711289,Sangat Baik,28,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.2593601199758882,Sedang,Extreme High
CJR019,0,493150000,493150000,-6.819329,107.300797,0.0,#DIV/0!,14,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
SPA005,403900000,492900000,89000000,-7.382398,108.20821,0.2203515722,Baik,36,Sedang,Sedang,Baik,Sedang,Sedang,-0.14283322530966225,Sedang,Sedang
CLG005,339050000,492100000,153050000,-6.011289,106.040888,0.4514083469,Sangat Baik,24,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.09790414628502538,Sedang,Sedang
CBI029,659450000,491950000,-167500000,-6.435973,106.958069,-0.2539995451,Kurang Baik,61,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.23507098316059657,Sedang,Rendah
GGP034,475800000,490200000,14400000,-6.156637,106.73059,0.03026481715,Baik,39,Sedang,Rendah,Baik,Rendah,Rendah,-0.1797956681995839,Sedang,Rendah
SRG017,402400000,489750000,87350000,-6.126354,106.237335,0.2170725646,Baik,32,Sedang,Sedang,Baik,Sedang,Sedang,-0.14347082960312676,Sedang,Sedang
CBI077,78400000,488550000,410150000,-6.657411,106.848764,5.231505102,Sangat Baik,16,Tinggi,Tinggi,Sangat Baik,Tinggi,Tinggi,0.8315875127851129,Baik,Extreme High
BDG020,0,487750000,487750000,-6.8991408,107.62467,0.0,#DIV/0!,14,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
CMS006,165450000,486900000,321450000,-7.24213,108.377945,1.942883046,Sangat Baik,18,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.19211368464036402,Sedang,Extreme High
IDM020,0,486300000,486300000,-6.468152,108.455728,0.0,#DIV/0!,15,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
CLP008,193000000,486200000,293200000,-7.366378,108.863631,1.519170984,Sangat Baik,18,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.10972271063838064,Sedang,Tinggi
KBM001,289150000,486200000,197050000,-7.745652,109.587288,0.6814802006,Sangat Baik,31,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.05316658552900227,Sedang,Sedang
TSM005,498050000,485250000,-12800000,-7.324545,108.228641,-0.0257002309,Kurang Baik,34,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.19067809339452038,Sedang,Rendah
MJL009,485300000,484250000,-1050000,-6.83537,108.248447,-0.002163610138,Kurang Baik,38,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.1861013884025901,Sedang,Rendah
PML009,43400000,483900000,440500000,-7.078112,109.269252,10.14976959,Sangat Baik,16,Tinggi,Tinggi,Sangat Baik,Ekstrem (Superstar),Tinggi,1.7879459408481926,Baik,Extreme High
KLN006,308650000,483100000,174450000,-7.740753,110.583481,0.5652033047,Sangat Baik,24,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.07577667281778054,Sedang,Sedang
PWK014,366150000,482700000,116550000,-6.574209,107.46303,0.3183121671,Baik,34,Sedang,Sedang,Baik,Sedang,Sedang,-0.1237847498201334,Sedang,Sedang
BBS010,160300000,482200000,321900000,-6.939092,108.890305,2.008109794,Sangat Baik,19,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.20479705096544623,Sedang,Extreme High
BDG022,0,481750000,481750000,-6.953198,107.638473,0.0,#DIV/0!,14,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
PDG002,493150000,481700000,-11450000,-6.332565,106.051796,-0.0232180878,Kurang Baik,49,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.19019543971065783,Sedang,Rendah
KWG043,261950000,480750000,218800000,-6.302736,107.292609,0.8352739072,Sangat Baik,28,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.023261339918719724,Sedang,Tinggi
BBS009,235350000,480450000,245100000,-7.2636477,109.0111671,1.041427661,Sangat Baik,22,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.0168253370797441,Sedang,Tinggi
PML006,321900000,480200000,158300000,-7.034992,109.377701,0.4917676297,Sangat Baik,32,Sedang,Sedang,Sangat Baik,Tinggi,Sedang,-0.09005626816652731,Sedang,Sedang
SMD008,511450000,480100000,-31350000,-6.848182,107.927033,-0.0612963144,Kurang Baik,45,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.19759976557061465,Sedang,Rendah
CBI046,421550000,480050000,58500000,-6.476841,106.883873,0.1387735737,Baik,49,Sedang,Sedang,Baik,Sedang,Sedang,-0.15869609860579073,Sedang,Sedang
CBI027,332250000,479300000,147050000,-6.428407,106.722567,0.4425884123,Sangat Baik,62,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.09961918597234916,Sedang,Sedang
KWG042,414400000,478200000,63800000,-6.331058,107.312231,0.153957529,Baik,29,Sedang,Sedang,Baik,Sedang,Sedang,-0.1557435726369417,Sedang,Sedang
SBR023,334250000,477750000,143500000,-6.84467,108.808148,0.4293193717,Sangat Baik,29,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.10219935603865674,Sedang,Sedang
